Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,0,2,810,1,23,5,1,1,468,1,0,44,3,4,5,4,2,12002.38432240566,15901,2,0,0,14,3,2,80,0,16,2,3,1,0,0,0
29,0,0,746,2,2,3,1,1,469,4,1,61,3,2,7,3,1,24697.113565609685,16928,1,0,0,14,3,1,80,1,4,3,2,4,3,0,2
42,0,2,544,0,2,1,5,1,470,3,1,52,3,1,1,3,0,9126.14583247692,24017,0,0,1,11,3,3,80,1,4,5,3,3,2,1,0
32,0,2,1062,1,2,3,3,1,471,3,0,75,3,1,2,2,1,-8629.413934200253,3956,1,0,0,13,3,3,80,1,8,4,3,8,0,0,7
48,0,2,530,2,29,1,3,1,473,1,0,91,3,3,3,3,1,4488.424224150202,23978,3,0,0,21,4,2,80,1,15,3,1,0,0,0,0
37,0,2,1319,1,6,3,3,1,474,3,1,51,4,2,6,1,0,-2948.9466721557455,17001,4,0,1,13,3,1,80,2,13,2,3,7,7,6,7
30,0,0,641,2,25,2,5,1,475,4,0,85,3,2,7,3,1,-27246.083156993405,6069,7,0,1,12,3,2,80,1,4,2,4,2,2,2,2
26,0,2,933,2,1,3,1,1,476,3,1,57,3,2,7,3,1,-1414.7704836693565,20156,1,0,0,17,3,2,80,1,8,3,3,8,7,7,7
42,0,2,1332,1,2,4,4,1,477,1,1,98,2,2,0,4,2,11101.154355225684,17078,3,0,0,23,4,2,80,0,14,6,3,1,0,0,0
21,1,1,756,2,1,1,5,1,478,1,0,99,2,1,8,2,2,-49169.885828615894,9150,1,0,1,11,3,3,80,0,3,3,3,3,2,1,2
36,0,0,845,2,1,5,3,1,479,4,0,45,3,2,7,4,2,20623.98364716576,15276,4,0,0,15,3,2,80,0,7,6,3,1,0,0,0
36,0,1,541,2,3,4,3,1,481,1,1,48,2,3,7,4,1,3958.927716523928,7246,4,0,0,11,3,1,80,1,16,2,3,13,9,1,12
57,0,2,593,1,1,4,3,1,482,4,1,88,3,2,0,3,1,6789.717148406157,2967,2,0,0,11,3,3,80,0,15,2,3,3,2,1,2
40,0,2,1171,1,10,4,1,1,483,4,0,46,4,1,2,3,1,-9585.809567653605,22495,3,0,1,13,3,3,80,1,10,3,3,7,7,1,7
21,0,0,895,2,9,2,3,1,484,1,1,39,3,1,8,4,2,19931.806537755543,2851,1,0,0,24,4,3,80,0,3,3,2,3,2,2,2
33,1,2,350,2,5,3,2,1,485,4,0,34,3,1,8,3,2,-9193.555563688711,9150,1,0,1,13,3,2,80,0,1,2,3,1,0,0,0
37,0,2,921,1,10,3,3,1,486,3,0,98,3,1,2,1,1,-2919.537958638537,17663,6,0,0,20,4,2,80,1,17,3,3,5,4,0,3
46,0,0,1144,1,7,4,3,1,487,3,0,30,3,2,4,3,1,-33152.25697363829,16044,2,0,0,14,3,3,80,0,7,2,4,1,0,0,0
41,1,1,143,2,4,3,2,1,488,1,1,56,3,2,7,2,2,56170.791117729794,9558,1,0,0,18,3,3,80,0,8,5,3,8,7,7,7
50,0,2,1046,1,10,3,5,1,491,4,1,100,2,3,0,4,2,9378.68909175386,2755,6,0,0,15,3,4,80,0,20,2,3,4,3,1,3
40,1,2,575,2,22,2,2,1,492,3,1,68,2,2,7,3,1,-39627.24653089152,6110,2,0,1,12,3,1,80,2,8,6,3,6,4,1,0
31,0,2,408,1,9,4,1,1,493,3,1,42,2,1,6,2,2,-52717.75762852438,7551,0,0,1,16,3,4,80,0,3,5,3,2,2,2,2
21,1,2,156,2,12,3,1,1,494,3,0,90,4,1,8,2,2,40832.11570036942,25422,1,0,0,15,3,4,80,0,1,0,3,1,0,0,0
29,0,2,1283,1,23,3,1,1,495,4,1,54,3,1,6,4,2,-34069.853273019944,18168,9,0,0,16,3,4,80,0,6,4,3,3,2,1,2
35,0,2,755,1,9,4,1,1,496,3,1,97,2,2,0,2,2,32547.6145162229,19394,9,0,0,19,3,3,80,0,10,5,3,1,1,0,0
27,0,2,1469,1,1,2,3,1,497,4,1,82,3,1,2,2,0,4454.943009923422,17881,1,0,0,11,3,2,80,1,5,2,3,5,2,0,4
28,0,2,304,2,9,4,1,1,498,2,1,92,3,2,7,4,2,-37148.63011120477,20750,1,0,0,16,3,4,80,0,7,1,3,7,5,0,7
49,0,2,1261,1,7,3,4,1,499,2,1,31,2,3,0,3,2,-30781.941438129325,12066,8,0,0,24,4,3,80,0,26,2,3,5,2,0,0
51,0,2,1178,2,14,2,1,1,500,3,0,87,3,2,7,4,1,-535.6380126535241,14862,4,0,0,11,3,3,80,1,18,2,2,7,7,0,7
36,0,2,329,1,2,3,1,1,501,4,0,96,3,1,6,3,1,-2724.228373609315,11868,4,0,0,13,3,2,80,1,6,3,3,2,2,2,2
34,1,0,1362,2,19,3,2,1,502,1,1,67,4,2,7,4,2,-23197.658200956033,4652,8,0,1,13,3,2,80,0,9,3,2,5,2,0,4
55,0,2,1311,1,2,3,1,1,505,3,0,97,3,4,3,4,2,7191.298682148641,23258,2,0,1,13,3,3,80,0,30,2,3,5,4,1,2
24,0,2,1371,2,10,4,2,1,507,4,0,77,3,2,7,3,0,22957.546637219373,5915,1,0,1,12,3,4,80,1,5,2,4,5,2,0,3
30,0,2,202,2,2,1,5,1,508,3,1,72,3,1,8,2,1,-34323.316475733074,17434,1,0,0,18,3,1,80,1,1,3,3,1,0,0,0
26,1,1,575,1,3,1,5,1,510,3,1,73,3,1,6,1,2,35261.96930297061,6582,0,0,0,22,4,3,80,0,7,2,3,6,4,0,4
22,0,2,253,1,11,3,3,1,511,1,0,43,3,1,6,2,1,-3413.0937952901377,24440,1,0,0,13,3,4,80,1,2,1,3,2,1,1,2
36,0,2,164,2,2,2,3,1,513,2,1,61,2,3,7,3,1,-97452.94497539883,3809,1,0,0,13,3,2,80,2,10,2,3,10,9,9,0
30,1,1,464,1,4,3,5,1,514,3,1,40,3,1,6,4,2,24315.07206709483,3427,9,0,1,23,4,3,80,0,3,4,3,1,0,0,0
37,0,2,1107,1,14,3,1,1,515,4,0,95,3,1,2,1,0,2820.9756346111308,26914,1,0,0,12,3,3,80,1,18,2,2,18,7,12,17
40,0,2,759,2,2,2,2,1,516,4,0,46,3,2,7,2,0,2313.9137516780606,22553,7,0,0,12,3,3,80,2,8,5,3,5,4,1,3
42,0,2,201,1,1,4,1,1,517,2,0,95,3,1,2,1,0,54801.74568489198,20490,3,0,0,16,3,2,80,1,8,5,3,5,2,1,2
37,0,2,1305,1,10,4,1,1,518,3,1,49,3,2,4,2,2,24372.989746647927,21123,2,0,1,12,3,4,80,0,18,2,2,1,0,0,1
43,0,2,982,1,12,3,1,1,520,1,1,59,2,4,5,2,0,23343.965829509394,4345,1,0,0,11,3,3,80,1,25,3,3,25,10,3,9
40,0,2,555,1,2,3,3,1,521,2,0,78,2,2,2,3,1,43721.495131069176,13436,6,0,0,22,4,2,80,1,20,3,3,1,0,0,0
54,0,2,821,1,5,2,3,1,522,1,1,86,3,5,5,1,1,7420.489102288133,8509,4,0,0,11,3,3,80,1,24,4,2,4,2,1,2
34,0,0,1381,2,4,4,2,1,523,3,0,72,3,2,7,3,1,-23622.919610927358,12740,9,0,0,15,3,1,80,1,6,3,3,3,2,1,2
31,0,2,480,1,7,2,3,1,524,2,0,31,3,2,4,1,1,29184.496038074212,4156,1,0,0,12,3,2,80,1,13,5,1,13,10,3,12
43,0,1,313,1,21,3,3,1,525,4,1,61,3,1,2,4,1,6346.86806672821,15238,7,0,0,20,4,1,80,1,8,1,3,3,2,1,2
43,0,2,1473,1,8,4,4,1,526,3,0,74,3,2,0,3,0,-24053.52519588959,2227,4,0,1,14,3,4,80,0,8,3,3,5,2,0,2
25,0,2,891,2,4,2,1,1,527,2,0,99,2,2,7,4,2,6902.911775646434,12090,1,0,1,11,3,2,80,0,5,3,3,5,4,1,3
37,0,0,1063,1,25,5,3,1,529,2,0,72,3,2,6,3,1,15276.879937748192,23866,3,0,1,15,3,1,80,2,15,2,3,13,11,10,7
31,0,2,329,1,1,2,1,1,530,4,1,98,2,1,2,1,1,-7192.089852414556,16193,1,0,0,12,3,3,80,1,4,3,3,4,2,3,2
39,0,1,1218,1,1,1,1,1,531,2,1,52,3,5,3,3,0,-9909.205286584307,8213,1,0,1,14,3,3,80,1,21,3,3,21,8,1,6
56,0,1,906,2,6,3,1,1,532,3,0,86,4,4,7,1,1,-17350.073207913145,18256,9,0,0,11,3,4,80,3,36,0,2,7,7,7,7
30,0,2,1082,2,12,3,5,1,533,2,0,83,3,2,7,3,2,-17064.161592272954,19558,0,0,0,11,3,2,80,0,6,6,3,5,4,4,4
41,0,2,645,2,1,3,2,1,534,2,1,49,4,3,7,1,1,-3500.373481744313,19566,1,0,0,16,3,3,80,1,10,2,3,10,7,0,7
28,0,2,1300,1,17,2,3,1,536,3,1,79,3,2,2,1,0,-9115.049083881542,13535,1,0,0,12,3,4,80,1,10,2,3,10,0,1,8
25,1,2,688,1,3,3,3,1,538,1,1,91,3,1,2,1,1,17946.332308944275,9396,5,0,0,13,3,3,80,1,6,5,3,2,2,0,2
52,0,2,319,1,3,3,3,1,543,4,1,39,2,3,4,3,1,14130.642672199254,19609,2,0,1,14,3,3,80,0,28,4,3,5,4,0,4
45,0,2,192,1,10,2,1,1,544,1,1,69,3,1,6,4,1,85811.24592775785,9655,3,0,0,21,4,4,80,2,8,3,2,2,2,0,2
52,0,2,1490,1,4,2,1,1,546,4,0,30,3,4,3,4,1,14846.03806756305,10310,2,0,0,13,3,4,80,0,31,2,1,5,2,1,4
42,0,1,532,1,29,2,1,1,547,1,0,92,3,2,6,3,0,-10278.172082478686,12932,2,0,0,11,3,2,80,1,19,3,3,5,4,0,2
30,0,2,317,1,2,3,1,1,548,3,0,43,1,2,4,4,2,14722.83942513411,24793,2,0,0,20,4,3,80,0,11,2,3,5,4,0,2
60,0,2,422,1,7,3,1,1,549,1,0,41,3,5,3,1,1,9770.57373530264,3854,5,0,0,11,3,4,80,0,33,5,1,29,8,11,10
46,0,2,1485,1,18,3,3,1,550,3,0,87,3,2,4,3,0,9743.314374682654,26314,2,0,0,14,3,3,80,1,19,5,2,10,7,0,8
42,0,1,1368,1,28,4,5,1,551,4,0,88,2,2,0,4,1,81931.3470234888,4386,0,0,0,11,3,4,80,3,7,4,4,6,5,0,4
24,1,2,1448,2,1,1,5,1,554,1,0,62,3,1,8,2,2,-18981.108045024008,21972,1,0,1,16,3,2,80,0,6,4,3,5,3,1,4
34,1,1,296,2,6,2,2,1,555,4,0,33,1,1,8,3,0,4734.470489023342,12253,0,0,0,16,3,4,80,1,3,3,2,2,2,1,0
38,0,1,1490,1,2,2,1,1,556,4,1,42,3,1,2,4,1,3104.3877123569814,12106,1,0,1,23,4,3,80,1,1,3,3,1,0,0,0
40,0,2,1398,2,2,4,1,1,558,3,0,79,3,5,3,3,1,53675.51671976954,13022,0,0,0,14,3,4,80,0,21,2,3,20,15,1,12
26,0,2,1349,1,23,3,1,1,560,1,0,90,3,1,6,4,0,59998.2668472269,3032,1,0,0,22,4,2,80,2,3,3,1,3,2,0,2
30,0,0,1400,1,3,3,1,1,562,3,1,53,3,1,2,4,1,69201.49462522492,16734,4,0,0,15,3,3,80,1,9,3,1,5,3,1,4
29,0,2,986,1,3,4,3,1,564,2,1,93,2,3,5,3,1,-13370.199184116911,21526,1,0,0,18,3,3,80,0,10,2,3,10,2,0,7
29,1,2,408,1,25,5,5,1,565,3,0,71,2,1,6,2,1,-3314.1463248343052,18300,5,0,0,16,3,2,80,0,6,2,4,2,2,1,1
19,1,2,489,0,2,2,5,1,566,1,1,52,2,1,1,4,2,15244.692195791224,18437,1,0,0,12,3,3,80,0,1,3,4,1,0,0,0
30,0,0,1398,2,22,4,4,1,567,3,0,69,3,3,7,1,1,8178.944140600452,2890,0,0,0,11,3,3,80,0,10,3,3,9,8,7,8
57,0,2,210,2,29,3,2,1,568,1,1,56,2,4,3,4,0,20777.57355358091,22102,3,0,0,12,3,3,80,1,32,3,2,1,0,0,0
50,0,2,1099,1,29,4,1,1,569,2,1,88,2,4,3,3,1,170028.98162105161,9314,0,0,0,15,3,2,80,1,28,2,3,27,10,15,7
30,0,0,1116,1,2,3,3,1,571,3,0,49,3,1,2,4,2,-28701.426595518547,7181,0,0,0,14,3,3,80,0,12,2,2,11,7,6,7
60,0,1,1499,2,28,3,2,1,573,3,0,80,2,3,7,1,1,38011.25574714236,2845,4,0,0,19,3,4,80,0,22,5,4,18,13,13,11
47,0,2,983,1,2,2,3,1,574,1,0,65,3,2,4,4,0,18995.9981428295,7389,5,0,0,13,3,3,80,3,20,2,3,5,0,0,4
46,0,2,1009,1,2,3,1,1,575,1,1,51,3,4,5,3,1,62463.08526768862,2288,6,0,0,13,3,3,80,0,26,2,1,3,2,0,1
35,0,2,144,1,22,3,1,1,577,4,1,46,1,1,2,3,2,23408.323713804217,19225,0,0,0,15,3,3,80,0,6,2,3,5,4,4,3
54,0,2,548,1,8,4,1,1,578,3,0,42,3,2,2,3,2,18035.033265972226,23428,7,0,0,11,3,3,80,0,19,3,3,1,0,0,0
34,0,2,1303,1,2,4,1,1,579,4,1,62,2,1,6,3,0,19053.104908350466,8416,3,0,0,12,3,3,80,1,14,3,3,7,3,5,7
46,0,2,1125,2,10,3,2,1,580,3,0,94,2,3,7,4,1,-61862.36015369241,11563,2,0,1,19,3,3,80,1,15,3,3,3,2,1,2
31,0,2,1274,1,9,1,1,1,581,3,1,33,3,3,4,2,0,18779.632796637405,14394,1,0,0,25,4,4,80,1,13,6,4,13,8,0,8
33,1,2,1277,1,15,1,3,1,582,2,1,56,3,3,3,3,1,26390.08967231399,24619,7,0,1,12,3,4,80,0,15,2,4,7,6,7,7
33,1,2,587,1,10,1,3,1,584,1,1,38,1,1,2,4,0,-115641.7800315005,6705,7,0,0,13,3,1,80,3,8,2,3,4,3,1,3
30,0,2,413,2,7,1,2,1,585,4,1,57,3,1,8,2,2,41305.271718791344,18398,0,0,0,14,3,1,80,0,4,3,3,3,2,1,2
35,0,2,1276,1,16,3,1,1,586,4,1,72,3,3,0,3,1,-26754.882862893137,14295,4,0,1,12,3,3,80,0,10,2,3,8,7,0,0
31,1,1,534,1,20,3,1,1,587,1,1,66,3,3,0,3,1,13796.72237295059,22908,3,0,0,12,3,1,80,0,12,2,3,1,0,0,0
34,1,1,988,0,23,3,0,1,590,2,0,43,3,3,1,1,0,4373.757759368705,11533,9,0,1,15,3,3,80,3,11,2,3,3,2,0,2
42,0,1,1474,1,5,2,4,1,591,2,1,97,3,1,2,3,1,19025.602392217294,9260,4,0,0,17,3,4,80,1,8,4,3,2,2,2,0
36,0,0,635,2,10,4,3,1,592,2,1,32,3,3,7,4,2,7298.350956100415,15318,1,0,0,14,3,4,80,0,10,3,2,10,3,9,7
22,1,1,1368,1,4,1,5,1,593,3,1,99,2,1,2,3,2,-46944.3617322646,9129,5,0,0,16,3,3,80,0,4,3,3,2,2,1,2
48,0,2,163,2,2,5,2,1,595,2,0,37,3,2,7,4,1,8634.816934632297,19658,2,0,0,14,3,1,80,1,14,2,3,9,7,6,7
55,0,2,1117,2,18,5,1,1,597,1,0,83,3,4,3,2,2,15769.165975694388,9873,3,0,0,23,4,4,80,0,37,2,3,10,9,7,7
41,0,0,267,2,10,2,1,1,599,4,1,56,3,2,7,4,2,-9871.046240775557,13430,7,0,0,14,3,4,80,0,16,3,3,14,3,1,10
35,0,2,619,2,1,3,2,1,600,2,1,85,3,2,7,3,1,-14520.401864679276,18659,9,0,0,11,3,3,80,0,15,2,3,11,9,6,9
40,0,2,302,1,6,3,1,1,601,2,0,75,3,4,4,3,2,2910.217756874059,20364,7,0,0,15,3,3,80,0,22,3,3,20,6,5,13
39,0,1,443,1,8,1,1,1,602,3,0,48,3,1,2,3,1,35525.232508678244,17872,1,0,0,11,3,1,80,1,8,3,3,8,3,0,7
31,0,2,828,2,2,1,1,1,604,2,1,77,3,2,7,4,2,19818.150659707484,8346,4,0,1,13,3,3,80,0,10,2,4,6,5,0,5
42,0,2,319,1,24,3,3,1,605,4,1,56,3,3,4,1,1,7565.742259339064,6950,1,0,1,21,4,4,80,1,10,5,2,10,9,5,8
45,0,2,561,2,2,3,4,1,606,4,1,61,3,2,7,2,1,34943.202421980386,16177,0,0,0,19,3,2,80,1,9,3,4,8,7,3,7
26,1,1,426,0,17,4,1,1,608,2,0,58,3,1,1,3,0,-15953.234408455293,22808,0,0,1,11,3,2,80,1,8,2,2,7,7,1,0
29,0,2,232,1,19,3,5,1,611,4,1,34,3,2,4,4,0,15998.887813109428,22645,4,0,0,12,3,2,80,2,8,2,4,3,2,1,2
33,0,2,922,1,1,5,3,1,612,1,0,95,4,4,5,3,0,15785.65686495521,22578,4,0,0,19,3,3,80,1,10,2,3,6,1,0,5
31,0,2,688,2,7,3,1,1,613,3,1,44,2,3,3,4,0,20168.109208113325,25291,9,0,0,21,4,3,80,1,10,3,2,5,4,0,1
18,1,1,1306,2,5,3,2,1,614,2,1,69,3,1,8,2,2,-27046.168030628283,8059,1,0,1,14,3,4,80,0,0,3,3,0,0,0,0
40,0,0,1094,2,28,3,4,1,615,3,1,58,1,3,7,1,0,57364.145901771306,11373,3,0,0,15,3,3,80,1,20,2,3,1,0,0,1
41,0,0,509,1,2,4,4,1,616,1,0,62,2,2,0,3,2,9392.868130747,2112,2,0,1,17,3,1,80,0,10,3,3,8,7,0,7
26,0,2,775,2,29,2,3,1,618,1,1,45,3,2,7,3,0,4796.6797970603975,4267,5,0,0,12,3,1,80,2,8,5,3,0,0,0,0
35,0,2,195,2,1,3,3,1,620,1,0,80,3,2,7,3,2,10140.44166126701,6698,1,0,0,16,3,4,80,0,5,3,3,5,4,0,3
34,0,2,258,2,21,4,1,1,621,4,1,74,4,2,7,4,2,23642.16171188985,19921,1,0,0,12,3,4,80,0,10,3,3,10,7,5,7
26,1,2,471,1,24,3,5,1,622,3,1,66,1,1,2,4,2,-73224.36809864886,23213,1,0,1,18,3,2,80,0,1,3,1,1,0,0,0
37,0,2,799,1,1,3,5,1,623,2,0,59,3,3,4,4,2,50793.3731886475,23848,4,0,0,17,3,4,80,0,12,3,4,6,5,1,2
46,0,1,1034,1,18,1,3,1,624,1,0,86,3,3,0,3,1,-10794.690936126186,8984,5,0,0,11,3,4,80,0,28,3,2,2,2,1,2
41,0,2,1276,2,2,5,1,1,625,2,0,91,3,4,3,1,1,24206.098634656362,5626,7,0,0,16,3,2,80,1,22,2,3,18,16,11,8
37,0,0,142,2,9,4,3,1,626,1,1,69,3,3,7,2,0,9396.755213808667,24666,1,0,0,13,3,4,80,1,9,6,3,9,5,7,7
52,0,2,956,1,6,2,5,1,630,4,1,78,3,2,6,1,0,9882.587429813575,22087,3,0,1,12,3,2,80,2,18,3,3,10,9,6,9
32,1,0,1474,2,11,4,4,1,631,4,1,60,4,2,7,3,1,26979.39862872595,23914,8,0,0,12,3,4,80,0,6,2,3,4,2,1,2
24,0,1,535,2,24,3,3,1,632,4,1,38,3,1,8,4,1,7876.8606916702565,5530,0,0,0,13,3,3,80,2,3,3,3,2,2,2,1
38,0,2,1495,1,10,3,3,1,634,3,0,76,3,2,0,3,1,-37903.4433219349,22174,3,0,0,19,3,3,80,1,18,4,3,1,0,0,0
37,0,2,446,1,1,4,1,1,635,2,0,65,3,2,4,2,1,14295.19051221666,15701,6,0,0,12,3,2,80,1,8,2,2,6,5,4,3
49,0,2,1245,1,18,4,1,1,638,4,1,58,2,5,5,3,0,29614.10071839236,2125,1,0,1,17,3,3,80,1,31,5,3,31,9,0,9
24,0,2,691,1,23,3,3,1,639,2,1,89,4,1,6,4,1,27827.822619228806,21630,1,0,1,11,3,2,80,2,6,3,3,6,5,1,4
26,0,2,703,2,28,2,2,1,641,1,1,66,3,2,7,2,1,77661.01997880936,7428,1,0,0,20,4,4,80,2,6,5,4,5,3,1,4
24,0,2,823,1,17,2,4,1,643,4,1,94,2,1,2,2,1,3706.0938368970646,9100,1,0,0,21,4,4,80,1,1,2,3,1,0,0,0
50,0,1,1246,0,3,3,3,1,644,1,1,99,3,5,3,2,1,3434.2389023390533,7999,1,0,0,11,3,3,80,1,32,2,3,32,5,10,7
25,0,2,622,2,13,1,3,1,645,2,1,40,3,1,8,3,1,-11178.201208400233,26376,1,0,0,11,3,3,80,0,7,1,3,7,4,0,6
24,1,1,1287,1,7,3,1,1,647,1,0,55,3,1,2,3,1,6789.587466324551,14168,1,0,1,16,3,4,80,1,6,4,3,6,3,1,2
30,1,1,448,2,12,4,1,1,648,2,1,74,2,1,8,1,1,-20763.516565036593,14470,1,0,0,18,3,3,80,1,1,2,4,1,0,0,0
34,0,2,254,1,1,2,1,1,649,2,1,83,2,1,6,4,1,-36856.428514812666,22794,1,0,1,13,3,4,80,1,6,3,3,6,5,1,3
31,1,2,1365,2,13,4,3,1,650,2,1,46,3,2,7,1,0,-22664.51219118154,11512,2,0,0,17,3,3,80,0,9,2,1,3,1,1,2
35,0,2,538,1,25,2,4,1,652,1,1,54,2,2,2,4,2,-35021.954726277676,14004,4,0,0,14,3,4,80,0,9,3,3,3,2,0,2
31,0,2,525,2,6,4,3,1,653,1,1,66,4,2,7,4,0,49116.526948782834,6219,4,0,0,22,4,4,80,2,13,4,4,7,7,5,7
27,0,2,798,1,6,4,3,1,655,1,0,66,2,1,6,3,0,-20234.42866887278,5013,0,0,0,12,3,3,80,2,6,5,2,5,3,0,3
37,0,2,558,2,2,3,2,1,656,4,1,75,3,2,7,3,1,-28109.318242374728,3010,4,0,1,11,3,3,80,1,17,3,2,3,0,1,0
20,0,2,959,1,1,3,1,1,657,4,0,83,2,1,6,2,2,-5148.093278284571,11757,1,0,0,13,3,4,80,0,1,0,4,1,0,0,0
42,0,2,622,1,2,4,1,1,659,3,0,81,3,2,0,4,1,-28618.70625777403,5718,1,0,0,13,3,2,80,2,10,4,3,10,2,2,2
43,0,2,782,1,6,4,4,1,661,2,1,50,2,4,5,4,0,49483.916907080915,2671,4,0,1,14,3,3,80,1,21,3,2,1,0,0,0
38,0,2,362,1,1,1,1,1,662,3,0,43,3,1,6,1,2,24068.491799148484,14561,3,0,0,17,3,4,80,0,8,3,2,0,0,0,0
43,0,1,1001,1,9,5,3,1,663,4,1,72,3,2,2,3,0,15326.150161269212,19627,3,0,1,13,3,2,80,1,10,3,3,8,7,4,7
48,0,2,1236,1,1,4,1,1,664,4,0,40,2,4,3,1,1,12768.084259269663,17997,7,0,0,11,3,1,80,1,21,3,1,3,2,0,2
44,0,2,1112,0,1,4,1,1,665,1,0,50,2,2,1,3,2,15020.382749353248,26894,4,0,0,11,3,2,80,0,10,1,4,2,2,0,2
34,0,2,204,2,14,3,5,1,666,3,0,31,3,1,8,3,0,2166.526281297713,2912,1,0,1,18,3,4,80,2,8,3,3,8,2,0,6
27,1,2,1420,2,2,1,2,1,667,3,1,85,3,1,8,1,0,6113.599297237684,16346,0,0,0,11,3,2,80,1,5,3,3,4,3,0,2
21,0,2,1343,2,22,1,5,1,669,3,1,49,3,1,8,3,2,11482.188401446458,24444,1,0,0,11,3,3,80,0,3,2,3,3,2,1,2
44,0,2,1315,1,3,4,4,1,671,4,1,35,3,5,3,4,1,26500.893715363218,9358,4,0,1,12,3,1,80,1,26,2,4,2,2,0,1
22,0,2,604,1,6,1,3,1,675,1,1,69,3,1,6,3,1,-4487.618691849015,12145,0,0,0,20,4,4,80,0,3,3,3,2,2,2,2
33,0,2,1216,2,8,4,2,1,677,3,1,39,3,2,7,3,0,16853.156675429727,20431,0,0,0,12,3,4,80,0,6,3,3,5,0,1,2
32,0,2,646,1,9,4,1,1,679,1,0,92,3,2,6,4,1,10636.594724474731,18089,1,0,1,12,3,4,80,1,6,2,2,6,4,0,5
30,0,1,160,1,3,3,3,1,680,3,0,71,3,1,6,3,0,-48418.32532009586,22653,1,0,0,20,4,3,80,1,1,2,3,1,0,0,0
53,0,2,238,2,1,1,3,1,682,4,0,34,3,2,7,1,2,28089.769971792008,7507,7,0,0,20,4,4,80,0,18,2,4,14,7,8,10
34,0,2,1397,1,1,5,1,1,683,2,1,42,3,1,6,4,1,22593.4712964915,7660,1,0,0,12,3,4,80,1,10,4,2,10,9,8,8
45,1,1,306,2,26,4,1,1,684,1,0,100,3,2,7,1,1,366.7424181675965,5630,2,0,0,14,3,4,80,2,5,4,3,1,1,0,0
26,0,2,991,1,6,3,1,1,686,3,0,71,3,1,2,4,1,14064.075558367254,17759,1,0,1,13,3,3,80,1,3,2,3,3,2,0,2
37,0,2,482,1,3,3,4,1,689,3,1,36,3,3,4,3,1,11934.32698581284,9606,1,0,0,15,3,3,80,1,10,2,3,10,7,7,8
29,0,2,1176,2,3,2,3,1,690,2,0,62,3,2,7,3,1,12210.464753161392,3487,1,0,0,14,3,1,80,1,6,5,2,6,0,1,2
35,0,2,1017,1,6,4,1,1,691,2,1,82,1,2,6,4,2,60010.16063387098,19368,1,0,0,13,3,2,80,0,17,3,3,17,11,11,8
33,0,1,1296,1,6,3,1,1,692,3,1,30,3,2,0,4,0,16212.287062121466,5335,3,0,0,23,4,3,80,1,15,2,1,13,11,4,7
54,0,2,397,0,19,4,3,1,698,3,1,88,3,3,1,2,1,-19994.934126524502,6729,2,0,0,15,3,3,80,1,16,1,4,9,7,7,1
36,0,2,913,1,9,2,3,1,699,2,1,48,2,2,4,2,0,13532.330778503798,13934,2,0,1,11,3,3,80,1,13,2,3,3,2,0,2
27,0,2,1115,1,3,4,3,1,700,1,1,54,2,1,6,4,2,9355.50248944178,15174,0,0,0,13,3,4,80,0,5,0,3,4,2,1,1
20,1,2,1362,1,10,1,3,1,701,4,1,32,3,1,6,3,2,22142.54466672279,26999,1,0,1,11,3,4,80,0,1,5,3,1,0,1,1
33,1,1,1076,1,3,3,1,1,702,1,1,70,3,1,6,1,2,41458.27307811944,3164,1,0,1,11,3,1,80,0,10,3,3,10,8,9,7
35,0,0,727,1,3,3,1,1,704,3,1,41,2,1,2,3,1,15152.535471046416,16900,1,0,0,18,3,3,80,2,1,3,3,1,0,0,0
23,0,2,885,1,4,3,3,1,705,1,1,58,4,1,6,1,1,-28965.952946366393,8544,2,0,0,16,3,1,80,1,5,3,4,3,2,0,2
25,0,2,810,2,8,3,1,1,707,4,1,57,4,2,7,2,1,89840.73808175455,15678,0,0,0,22,4,3,80,1,4,4,3,3,2,1,2
38,0,2,243,2,7,4,2,1,709,4,0,46,2,2,7,4,2,2142.535735415386,7791,0,0,0,20,4,1,80,0,8,2,3,7,7,0,5
29,0,1,806,1,1,4,1,1,710,2,1,76,1,1,6,4,0,-26023.70648858464,18959,1,0,0,18,3,4,80,1,10,5,3,10,7,2,8
48,0,2,817,2,2,1,2,1,712,2,1,56,4,2,7,2,1,20500.996325320662,18597,3,0,0,12,3,4,80,0,12,3,3,2,2,2,2
27,0,1,1410,2,3,1,3,1,714,4,0,71,4,2,7,4,0,-4014.200234438109,16673,1,0,1,20,4,2,80,2,6,3,3,6,5,0,4
37,0,2,1225,1,10,2,1,1,715,4,1,80,4,1,6,4,2,40902.82195144897,15232,3,0,0,17,3,1,80,0,4,2,3,1,0,0,0
50,0,2,1207,1,28,1,3,1,716,4,1,74,4,1,2,3,1,-13811.121316558245,3297,1,0,1,11,3,3,80,3,20,3,3,20,8,3,8
